,Reviews,#GENERAL,#FEATURE,#PRICE,#CAMERA,#DESIGN#SCREEN
310,nice phone but I just cant come to spend $1625AUD on this phone...,True,False,True,False,False
311,IPhone XS is the best phone in the world. Use the phone first then we'll talk or you can go to istore & play around the phone,True,False,False,False,False
312,"If you have the money get it, best phone on the market, don't believe...me get it play with it then come back and comment.",True,False,False,False,False
313,Perfect for grip and superb performance and looks apple did an amazing job again,False,True,False,False,False
314,its battery life is terribly dissapointing.,False,True,False,False,False
315,iPhone Xs is complete crap.,True,False,False,False,False
316,"This is the first iPhone ive ever bought, performance is great and UI is nice and fluid.",False,True,False,False,False
317,This phone is just not worth the price,False,False,True,False,False
318,The Battery is better than the previous model I have used for a year (iPhone 7 ) I only charge it while I am sleeping using the wireless charger.,False,True,False,False,False
319,The phone is really fast comparing with other old models.,True,False,False,False,False
320,The camera is fantastic and the beauty mode in selfie is not weird as I found on Samsung or Huawei.,False,False,False,True,False
321,The camera is very disappointing in the dark. The pictures turn out very blurry. It also seems a strange filter is placed on all my photos.,False,False,False,True,False
322,Awesome camera and functionalities. Cheers to Apple for their amazing innovation,False,True,False,True,False
323,This is the best ever phone I've had so far.,True,False,False,False,False
324,right now iOS does not have a system wide dark theme. but it is rumored that apple will implement dark theme in next release of ios 13 this year.,False,True,False,False,False
325,The best phone on the world!,True,False,False,False,False
326,iPhones are only good for their design that's it,False,False,False,False,True
327,"Apple is ahead of every Android smartphone with a two years ahead unbeatable chipset ( A12 bionic) better and faster updates, better software optimizations and better quality with stereo speakers, amazing display and high quality materials ",False,True,False,False,True
328,"what this ""bezelless"" bulshet all the time, look at that thick bezels around the display and 83% display ratio",False,False,False,False,True
329,This evaluation aims to examine how the iPhone XS is believed to be the best iPhone so far. ,True,False,False,False,False
330,The iPhone XS is the worst of the new iPhones,True,False,False,False,False
331,"Oh my!!!!, im really shocked.. what happen to apple designer? Did you see all 2019 smartphones?. Really really ugly 2017 design. What a horrible notch",False,False,False,False,True
332,Worst design by apple,False,False,False,False,True
333,This seems to be the ugliest Apple product for decades.,False,False,False,False,True
334,Designers could have spent some more time for back camera pattern or design,False,False,False,False,True
335,very old and outdated design,False,False,False,False,True
336,apple has set the notch trend back in 2017 but it looks like the 2019 notch design a bit outdated,False,False,False,False,True
337,It has a 720 p display with a powerful processor,False,True,False,False,True
338,I thought the screen resolution would improve to full HD. Still a ripped off with that high price,False,False,True,False,True
339,this phone is a joke LCD screen no fullhd resolution 4GB ram,False,True,False,False,True
340,"Seriously, I can't see any feature that will trick or make people to buy or upgrade to this.",False,True,False,False,False
341,the camera looks ugly,False,False,False,False,True
342,"Better CPU, more RAM, more battery and another camera",False,True,False,True,False
343,"No fhd screen,no audio Jack, very small battery, terrible wake up Apple.",False,True,False,False,False
344,"Low resolution display, huge cutout, mediocre camera, no telephoto camera, no 802.11ax WiFi, no 3,5 mm jack, no USB type C port, no NFC etc etc",False,True,False,True,True
345,iPhones can still hold their price,False,False,True,False,False
346,so no 5G? will prefer to stay on older device...,False,True,False,False,False
347,No fingerprint,False,True,False,False,False
348,"bad display (LCD), low resolution",False,False,False,False,True
349,"no 3,5mm jack and ancient USB 2.0.",False,True,False,False,False
350,What they should've done was use a bigger battery. This phone is massive yet they decided to put a miniscule battery in it,False,True,False,False,False
351,The resolution is fine.,False,False,False,False,True
352,you know the specs are trash. Apple is brand quality and brand quality only,False,True,False,False,False
353,Still the fucking notch.,False,False,False,False,True
354,"Get real Apple, tis is very bad",True,False,False,False,False
355,Still sticking to a crappy age old screen resolution. What an upgrade Apple!,False,False,False,False,True
356,still no full HD display in 2019 lmao how are they getting away with that without getting shit on by everyone,False,False,False,False,True
357,Omg even xiaomi mi 9t is better then this,False,False,False,False,False
358,Design is too worst,False,False,False,False,True
359,The specs are quite literally the best on the market,False,True,False,False,False
360,"The GPU was already insanely better than any other GPU on the market and they improved it even more. Apples chips are 2 generations ahead of other chips, look up benchmarks.",False,True,False,False,False
361,"It also has the same cameras as the 11 apart from the tele, which will probably be the best camera on the market.",False,False,False,True,False
362,Insane price for only $700. This model will be a top seller no doubt.,False,False,True,False,False
363,It's a shame that we have to bought phone with LCD display in 2019,False,False,False,False,True
364,Yeah. It's still a trash spec,False,True,False,False,False
365,Still no 5G.... Wow Apple you can only do this,False,True,False,False,False
366,Faster more energy efficient processor,False,True,False,False,False
367,Bigger battery. Faster charging. Battery would last 4-5 hours more now,False,True,False,False,False
368,"Finally, an ultrawide camera. Better camera. Better video. Better selfie camera",False,False,False,True,False
369,Design is very poor,False,False,False,False,True
370,Again and agian 720p screen,False,False,False,False,True
371,apple seems lost its steam,True,False,False,False,False
372,cheep look in back side,False,False,False,False,True
373,The main problems are that iPhone 11 screen is not OLED and you cannot watch 1080p YouTube videos on it,False,False,False,False,True
374,At least Apple is smart enough to increase battery size on the 11,False,True,False,False,False
375,a bit smaller notch. a little bit.,False,False,False,False,True
376,"2 big issues when price is that high, LCD screen and not Full HD display. Its freaking 2019/2020. Is it too much to ask from Apple.",False,False,True,False,True
377,its 699 us dollars so idk what your talking about,False,False,True,False,False
378,Iphone 11 should normally come with a FullView screen display instead of an oudated notch. and battery capacity should be at least 4000 mAh.,False,True,False,False,True
379,There is no doubt app system and overall user experience in better on apple,False,True,False,False,False
380,"Well, dual camera, improved IP68, and the A13 are simply awesome",False,False,False,True,False
381,"Another dealbreaker is the screen resolution, you can't even do social media at full quality,",False,False,False,False,True
382,Seriously? 350ppi display for that price?,False,False,True,False,True
383,The screen resolution is low for the price,False,False,True,False,True
384,"Camera design is less terrible than other two models, It still got a notch there. Wobbles on table :/",False,False,False,False,True
385,"Great specs, except of it's golden price",False,True,True,False,False
386,This would have been a really good phone if it were OLED screen,False,False,False,False,True
387,if you look at the camera it looks terrible,False,False,False,True,False
388,iPhone 11 has 4GB RAM,False,True,False,False,False
389,Apple should make some phone in low budgets.cause iPhone 6 is not available much.We need a budget phone.,False,False,False,False,False
390,i feel better user experience in the IOS than android,False,True,False,False,False
391,Camera quality is good and does a really good job ,False,False,False,True,False
392,iPhones are not expensive,False,False,True,False,False
393,battery is a joke.,False,True,False,False,False
394,i''m an Apple user myself and I must said that it has been a great experience overall,True,False,False,False,False
395,Samsung is really good at photography and note 10 plus is similar price,False,False,False,True,False
396,iphone with ios is always good for long term,False,True,False,False,False
397,Why these horrid notches,False,False,False,False,True
398,I liked the camera,False,False,False,True,False
399,Iphone 11 pro and max are too expensive for me.,False,False,True,False,False
400,Camera is great. All round great phone.,True,False,False,True,False
401,The price is so so so high,False,False,True,False,False
402,Upgrade iphone 11 this morning. Very happy with it,True,False,False,False,False
403,iOS is simply magical.,False,True,False,False,False
404,This phone only has a 828x1792 resolution LCD display,False,False,False,False,True
405,"Better battery, camera ( 1 extra ultra wide) and processor.",False,True,False,True,False
406,these are not so bad just overpriced,True,False,True,False,False
407,"it works nice, price is fine as you are high income, done deal.",True,False,True,False,False
408,it get hot when using and the battery life is not that good.,False,True,False,False,False
409,"the battery life, while not the top of its class, is enough to get you through the day, especially as of late",False,True,False,False,False
410,Iphone has high end specs,False,True,False,False,False
411,it has very nice display,False,False,False,False,True
412,phone already last damn long,False,True,False,False,False
413,These back cameras looks so ugly,False,False,False,False,True
414,overall just a better phone.,True,False,False,False,False
415,"better screen, about the same performance, bigger screen. better cameras",False,True,False,True,True
416,an overall better camera system,False,False,False,True,False
417,"The battery life is good for a phone with 3000+ mAh capacity, ",False,True,False,False,False
418,The performance is really good,False,True,False,False,False
419,"the camera is another story, the image quality looks so bad on the ultra-wide angle shot, it is like oil painting when zoom in to see the details",False,False,False,True,False
420,screen resolution is definitely a factor but overall i am satisfied,False,False,False,False,True
421,i was impressed with performance and battery life,False,True,False,False,False
422,camera is average,False,False,False,True,False
423,display is good.,False,False,False,False,True
424,not oled screen,False,False,False,False,True
425,THE BEST device I have ever owned.,True,False,False,False,False
426,"The display is bright, vivid and colors are great",False,False,False,False,True
427,The camera on this thing is amazing as well.,False,False,False,True,False
428,The battery life is better,False,True,False,False,False
429,"The speakers are better too, loud, clear and rich",False,True,False,False,False
430,would highly recommend it to all people looking for a flagship that would not break their bank,False,False,False,True,False
431,I am extremely happy with this device,True,False,False,False,False
432,You're getting probably the best battery life in probably any smartphone right now.,False,True,False,False,False
433,The iPhone 11 has the fastest performance in the world,False,True,False,False,False
434,great battery life,False,True,False,False,False
435,amazing cameras,False,False,False,True,False
436,"The only dated parts of the phone are the display and the notch, neither of which are awful.",False,False,False,False,True
437,"The faster processor, better cameras, better battery life, extra gigabyte of RAM, and other things make this a good buy.",False,True,False,True,False
438,You'll also be giving up the telephoto camera for an ultra-wide angle camera,False,False,False,True,False
439,"good battery life, good camera and regular updates.",False,True,False,True,False
440,720P screen is outdated,False,False,False,False,True
441,Almost 200g why so heavy,False,True,False,False,False
442,"I don,t like the look of the Phone. It should have had an Attractive look.",False,False,False,False,True
443,Camera to me have reached a stage so good,False,False,False,True,False
444,software is not so efficient,False,True,False,False,False
445,So nicely built hardware,False,True,False,False,False
446,iphone is smoother,True,False,False,False,False
447,iPhone 11 has better camera sensors which captures more details,False,False,False,True,False
448,iPhone X wins is with the display and the 3D touch.,False,True,False,False,True
449,iPhone 11 is a no worries phone,True,False,False,False,False
450,"It got flagship specs, top camera, apple care support, best app selection, good for 5 years or more, no worries on apps",False,True,False,True,False
451,This phone is alright and not too expensive,True,False,True,False,False
452,the design is boring,False,False,False,False,True
453,the chipset is very fast and the OS is bloat-free and efficient.,False,True,False,False,False
454,"Truthfully, the picture quality is good",False,False,False,True,False
455,the user interface because for me its really great so far,False,True,False,False,False
456,i have no problem with the camera,False,False,False,True,False
457,iPhone 11. What a disappointment,True,False,False,False,False
458,Really disappointed in Apple this was not ready for market,True,False,False,False,False
459,I love iPhone 11.,True,False,False,False,False
460,Camera is Bomb. I havent seen good camera like this,False,False,False,True,False
461,Battery lasts much longer than 7 Plus,False,True,False,False,False
462,Overall good Apple product with normal price,True,False,True,False,False
463,"Face ID is very secure, it won't unlock when your eyes are closed",False,True,False,False,False
464,"I agree iPhone 11 is powerful, good camera, no lag",True,False,False,True,False
465,"iPhone11 is efficient, it can even navigate and charge fully using a car 5watt charger.",True,False,False,False,False
466,"Great phone, never regret buying",True,False,False,False,False
467,"Everything look sharp and high contrast, even when it is LCD screen.",False,False,False,False,True
468,"It's battery life is super long, only 3101mah as stated in this website last 24hrs usage.",False,True,False,False,False
469,"Unlocking is soo much better then my old phone, fast and easy.",False,True,False,False,False
470,it is rather hot when playing games,False,True,False,False,False
471,I have used one week the results are satisfying,True,False,False,False,False
472,Biggest bezels on the latest phones can be found on iphones,False,False,False,False,True
473,Its hardware and software works seemlessly together to provide the premium feel.,False,True,False,False,False
474,"It contains only 3110mAH battery, and yet that battery capacity rivals phones with much much bigger batteries.",False,True,False,False,False
475,"Its LCD screen is on par with top of the line android flagships, without light bleeding.",False,False,False,False,True
476,I currently use iphone 11 and im unimpressed with its display,False,False,False,False,True
477,the 720 display is one of the biggest flaw the phone has,False,False,False,False,True
478,Iphone 11 is a good phone,True,False,False,False,False
479,its slow charging is really annoying and it doesnt feel original when holding it.,False,True,False,False,False
480,I must say I am quite impressed by this phone,True,False,False,False,False
481,You'll never understand the experience unless you've used an iPhone for considerable amount of time.,True,False,False,False,False
482,I am happy enjoying iPhone's experience ,True,False,False,False,False
483,Should have put an oled in this phone,False,False,False,False,True
484,display is very poor,False,False,False,False,True
485,this is the most powerful smartphone on the market right now and it performs like a pro,True,False,False,False,False
486,"great speakers with Dolby Atmos and spatial audio, great battery life, performance ",False,True,False,False,False
487,Everything in this phone screams high quality,True,False,False,False,False
488,LCD display is not good for this price,False,False,True,False,True
489,Love this device,True,False,False,False,False
490,"Battery for all day long, the best camera, ultra smooth and the screen is very very good!",False,True,False,True,True
491,"LOL, the big-ass notch is still there",False,False,False,False,True
492,"Face ID or not, that is one ugly notch.",False,False,False,False,True
493,this is it! one of the best mobile in industry!,True,False,False,False,False
494,I dont like this design,False,False,False,False,True
495,this is the design? sad...,False,False,False,False,True
496,looks ugly camera bump,False,False,False,False,True
497,"12 MP camera sensor again, with 2x optical zoom again... Wow!",False,False,False,True,False
498,Very bad design and specification,False,True,False,False,True
499,"This phone is intriguing, I'm thinking about upgrading my phone so I'm looking forward to hearing reviews!",True,False,False,False,False
500,It is still one of the best camera for smart phones if not the best. Reviews can attest to that.,False,False,False,True,False
501,This phone is extremely overprized,False,False,True,False,False
502,I am talking about apple and it is overpriced. With no advanced features,False,True,True,False,False
503,poor batery,False,True,False,False,False
504,Great Phone. They have done it again. Time for the upgrade.,True,False,False,False,False
505,Steve jobs must be shaking his head in the grave after launch of iPhone 11 pro. They are totally outdated in terms of design and features now,False,True,False,False,True
506,"188 grams for a 5.8""? LOL, this is ridiculously heavy; I don't want to feel like I'm carrying a brick in my pocket!",False,True,False,False,False
507,Finally some good f*cking battery life,False,True,False,False,False
508,Its not a 120hz display its a 60hz display with 120hz of touch-sensing,False,False,False,False,True
509,"It's just an iPhone XS with third camera and ""better"" display.",False,False,False,True,True
510,Overpriced phone,False,False,True,False,False
511,"this is an absolutely overpriced shit.... even after this huge price tag what you'll get is 18w fast charging when rest of the world is using 25w or higher, 2x optical zoom when other companies have reached 5x,10x,....seriously apple...are you kidding?",False,False,True,False,False
512,"5G not Supported , it's Huge Limitation.",False,True,False,False,False
513,still 3 year old display with huge notch ugly camera setup & with huge prices.,False,False,True,False,True
514,Totally disappointed. Ugly phone of the year.,False,False,False,False,True
515,3190 battery life is very disappointing at the price point.,False,True,True,False,False
516,"Dissapointed, im buying P30 PRO. This phone is ugly.",True,False,False,False,True
517,Thats huge notch. while other brands try reduce notch size,False,False,False,False,True
518,Welcome to apple. We at apple would like to introduce the iphone 11 and for the first time in apple history we are giving you a fast charger in the box!,False,True,False,False,False
519,Very soon you will see other android devices copying this ugly design.,False,False,False,False,True
520,Camera looks like philips electric shaver,False,False,False,False,True
521,Love it,True,False,False,False,False
522,Very poor back side design from apple(stive jobs),False,False,False,False,True
523,"for the iOS,no one would think Apple is actually selling a good products to consumers.",False,True,False,False,False
524,So Ugly on it camera.nothing special compare to Xs..dunno what Tim Cook and the team is doing...nothing special except for the camera part...no longer the leader in Tech Industry... announcement damn boring...the whole world could see the actual design even before apple announced it yesterday...are they own the patents or somebody else?,False,False,False,False,True
525,"Yes, you are right. I'm not the buyer and I don't care about this phone. Just here to see the alien design camera. I'm from India, and It's priced at Rs 99990 ($ 1395) for the 64GB variant. Just too much inflation.",False,False,True,False,True
526,quick charging is still slow and the battery life subpar,False,True,False,False,False
527,"At least it finally has a triple camera setup, but the notch is still horrendous. If this was their low end offering i'd consider this against something like mi 9 or mi 9t pro, but at a thousand bucks this is a hard pass - can do so much better for that kind of money.",False,False,False,True,True
528,"t's a good change so far. Great to know that it has an ultrawide lens. selfie video with slow motion, selfie 4k video wide lens, and ultrawide. So much packed for the same price as last year.",False,False,False,True,False
529,Cameras at the back look so bad!,False,False,False,False,True
530,the design innovation and features RIP apple.,False,True,False,False,True
531,Samsung s10e is 400$ cheaper and 38 gr lighter with the same size,False,False,True,False,False
532,"Yeah, the iPhone 11 keeps the notch. l hates the iPhone notch.",False,False,False,False,True
533,hey need reduce the notch. Too big for 2019 phone,False,False,False,False,True
534,i dont like back design,False,False,False,False,True
535,I never liked iPhone before but now this is the best iphone ever (for me),True,False,False,False,False
536,"notch is neutral for me, good specs and camera",False,True,False,True,True
537,All useless features.,False,True,False,False,False
538,And still take better photos and videos than other android phones around.,False,False,False,True,False
539,"Dude, 5G isn't perfected yet. Apple is really smart for not including 5G on iPhone 11 series.",False,True,False,False,False
540,For Apple who has had some of the best designs ever.,False,False,False,False,True
541,Camera design is bad.,False,False,False,True,False
542,have a better option for the front cameras.,False,False,False,True,False
543,Just wish they got rid of the notch.,False,False,False,False,True
544,it has nfc?,False,False,False,False,False
545,this new 11 series looks awful because of ugly back design and three cameras. Why too many cameras there is no need for three or two cameras one is enough.,False,False,False,True,True
546,The X design is awesome,False,False,False,False,True
547,"I own an iPhone X right now, working excellent bought last August 2018 and battery life is 96%.",False,True,False,False,False
548,the design is terrible come on apple you can do better than this or do you want to fall out of the tree,False,False,False,False,True
549,Apple must be kidding me,True,False,False,False,False
550,"The design is from 2017, this is already the third generation with the same design. Just like Porsche 911 designers, iPhone designers also don’t have much to do. Look at the iPhone 6, 6s, 6s Plus, 7, 7 Plus, 8. All the same design. It is not ugly, but a bit boring. When I hold my iPhone 6, it still looks good, but it is just boring to have the same design for generation after generation. And it has these huge bezels all around since the iPhone X.",False,False,False,False,True
551,You don't change the design in the sake of changing.,False,False,False,False,True
552,"Every year, the phones apple launch, influences the phones coming out later in the year or the year after. Many Chinese brands that have much potential become misguided by apple's old outdated design which holds the industry back. If their phones don't sell enough, other companies will be discouraged from copying it which will spark more innovation. So yes, the amount of sales they get does affect us.",False,False,False,False,True
553,"At the current state of the industry, Apple is feeling the market pressure from the Chinese brands. If they continued the 2-year-old design any further, the sales of iPhones would take a huge hit. Although the final product has turned out to be garbage, cooties to them for at least trying.",False,False,False,False,True
554,"Still no USB-C, design is disaster, price is high.",False,True,True,False,True
555,"Camera has improved but it also did on Android, so we have to see how well it'll go against the competition.",False,False,False,True,False
556,"All in all, I'll never pay over 500 or 550€ tops for a phone.",False,False,True,False,False
557,The camera is always 12mp with iphone. camera is bad,False,False,False,True,False
558,"Camera on my DSLR is 12MP and it takes great photos. more mexapixels doesn't make your photo look better, it can actually be opposite if the sensor and lens aren't very good. That's why there's no MP war in mobile world, because companies knows adding more mexapixels doesn't make your photos better.",False,False,False,True,False
559,confirmed only 4g ram,False,True,False,False,False
560,2019 One Of The Worst Design In Apple..Really Disappointe.. Hate This,False,False,False,False,True
561,"4 GB RAM in 2019, for 1000$ phone, is insane even iOS is optimized, 3rd party apps are becoming more hungry.",False,True,False,False,False
562,Don't buy,False,False,True,False,False
563,iPhone 11 PRO and iPhone 11 PRO MAX have 4GB RAM only,False,True,False,False,False
564,The picture looks good in samsung because they have much better screen resolution and pixels per inch(ppi). Thats the only reason. You can compare,False,False,False,True,False
565,It remind of cheap brands phone having 3 or 4 camera if this is the real pictures iphone shares must be falling rapidly,True,False,False,False,False
566,It is the fastest smartphone ever. Think about reality insted of spec sheets.,True,False,False,False,False
567,the real compact phone!!,True,False,False,False,False
568,"But the design is horrible. I was waiting for iPhone 11 to show up. I just didn't believe the design pictures in the leaks, it turned out to be true. Really disappointed in Apple to come with such an ugly design in 2019.",False,False,False,False,True
569,I like the iOS.,False,True,False,False,False
570,"Guys ! We can't ignore the excellence of iPhones. In each and every manner there is no substitute of apple. The display quality, the operating systems nailed it's reflection on other os. The sound and the feel of iPhone has no replacement in this world. In simple words can't wait anymore for new I phone .",True,True,False,False,True
571,"That's a bit exaggerated, The redesign is terrible this year, battery is sub par by today's standards and only perk of getting new iPhone is A13 chip.",False,True,False,False,True
572,Design is definetely better then brick. Innovation a lot better as it gives a feel of Philips Norelco Electric Shaver. Personally i would rate this phone very highly since it has 4k video recording front-back and still has 64gb option.,False,True,False,True,True
573,Apple at its finest.,True,False,False,False,False
574,It is absolutely beast(processing power) then its predecessors iphones.,False,True,False,False,False
575,All in all a great product.,True,False,False,False,False
576,An absolute recommend.,True,False,False,False,False
577,"Finally in terms of pricing, it's reasonable since its an iphone and provides value to its users by its name itself.",False,False,True,False,False
578,I've grew up on windows machines. Made the switch to mac so for music production and as such have been immersed in the apple ecosystem. My last phone was the iphone xs 64gb. I decided to buy the s10+ on a whim and have been thoroughly impressed with the samsung. I am honestly not impressed with the iphone 11. Sure iOS offers a slick user experience but its not enough to justify apple ignoring the clear advantage the current android flagship phones have in terms of specs. Thumbs halfway down for me.,False,True,False,False,False
579,"Get a used iPhone Xs or Xs Max, much better.",True,False,False,False,False
580,"closed apple ecosystem is like living in north korea, no freedom",False,True,False,False,False
581,Very EXPENSIVE for almost Nothing! Apple is SIMPLY playing MIND GAME with Apple Fans. I think is not a Good Practice to Stay Ahead a Brand Ambassador,False,False,True,False,False
582,That's a very good decision and of course the XS has a much beautiful design!,True,False,False,False,True
583,Imagine not buying one but wishing you could and instead hanging around on the iPhone 11 pro comment section of gsmarena to troll because you really want one.,False,False,False,False,False
584,The Only Advantage in iPhone 11pro is some special camera features and not to forget 800 Nits which is Pretty Awesome for HDR,False,False,False,True,False
585,"there is no need for bezels design wise. All of the future phones should be bezel-less. iphone 11 design looks ancient, outdated, useless, terrible, disgusting to me. If it was notch-less with full screen on the front, and have a good back design; I would pay a few hundreds more for iphone 11 pro max.",False,False,False,False,True
586,"Dont know how is Iphone 11 outdated, you probably never tried it in real life",True,False,False,False,False
587,Got the phone today and the design looks very good in real life and the new cameras are stunning.,False,False,False,True,True
588, Overall this is definitely a good upgrade over the x but I would not like to say it would be a huge leap over the xs.,True,False,False,False,False
589,It does have faster face I'd than my iPhone x but I cannot find any difference in the screens at all. Battery life is not what I thought it would be. There is no way that my iPhone 11 pro would last 4 hours longer than my iPhone x.,False,True,False,False,False
590,Excellent phone good camera. Night mode is good but could be better. ,False,False,False,True,False
591,"new cameras, but can't do 8K30 video",False,False,False,True,False
592,Camera in daylight is amazing and the skin tone is the best I've seen. Impressed with the cameras.,False,False,False,True,False
593,"Dont expect 4 hours more screen-on time, noone said you would get that, 4 hours more is a best case scenario with varied usage. Build realistic expectations through understanding what youre reading.",False,True,False,False,False
594,I don't like it,True,False,False,False,False
595,Nothing new here moving on.,True,False,False,False,False
596,Yea I mean it's a new iphone with the same specs as the 10 and yet the Samsung galaxy S10+ has way better specs,False,True,False,False,False
597,"Got my 11 Pro 512gb today, coming from Xs. Worthy upgrade? Yes absolutely, though i have to admit that wideangle photo is as i expected; not very useful but it could be handy at times. Performance is ofcours extreme, faceid is noticeable faster than Xs, the texture of the back glass is awesome.",True,True,False,True,True
598,"First of all, the fact that it's only 12 megapixels means absolutely nothing, the image quality is still amazing. Second, if you're complaining about RAM on an iOS device, you've clearly never used one in your life.",False,True,False,True,False
599,The display super retina and cpu hexagon is extremely satisfy but still poor battery,False,True,False,False,True
600,the iphone is best phone in the world but thats what apple fans think.,True,False,False,False,False
601,iPhones are way better than android except the price that too in India.,True,False,True,False,False
602,"Radiation level is beyond threshold in the new iPhone 11 (Pro too), even without any data connection. Also, support forums at apple site have gone nuts over heating issues, draining batteries, blurry wide-angle camera, etc. Even a premium brand is still far from perfection.",False,False,False,False,False
603,"Camera is not extraordinary, does not let you use night mode on wide angle camera.... huawei let's you.",False,False,False,True,False
604,Battery compared with huawei is a joke.... Always looking for percentage and for charging places.,False,True,False,False,False
605,I have been used for half a month and overall it is ok,True,False,False,False,False
606,I cant believe how horrible sound via headphones is.. i used android for few years and am totally surprised how bad sound is. Iphone 3gs had much better sound quality via 3.5mm jack. Am just sorry for people who listen this garbage everyday. Peace,False,True,False,False,False
607,"This is the world most, superb , extreme, ultimate device",True,False,False,False,False
608,Now it is perfect design of Apple.,False,False,False,False,True
609,I love it so much,True,False,False,False,False
610,Worst design ever saw in a phone,False,False,False,False,True
611,What a big notch,False,False,False,False,True
612,"Nice phone, but this little beast will cost at least $1400 where I live haha man those prices.",True,False,True,False,False
613,This is the second ugliest phone,False,False,False,False,True
614,IPhone is making the ugliest smartphone,False,False,False,False,True
615,Don't think this will bring anything revolutionary to the table,True,False,False,False,False
616,Truth that you leave... It's the ugliest iPhone ever!,False,False,False,False,True
617,Very bad rear design,False,False,False,False,True
618,"Cool for some people, but ugly for most",False,False,False,False,True
619,this phone will be utterly disappointing.,True,False,False,False,False
620,the huge notch in 2019 is unacceptable,False,False,False,False,True
621,Amazing device,True,False,False,False,True
622,Personally I think that this is the ugliest design of iPhone,False,False,False,False,True
623,Nice Speaker array on the back,False,True,False,False,False
624,Apple's worst design,False,False,False,False,True
625,"12 MP camera sensor again, with 2x optical zoom again",False,False,False,True,False
626,Still 3500 battery,False,True,False,False,False
627,Ugly design,False,False,False,False,True
628,"So, still NOT QHD screen, still NOT more than 12 Mpx Camera. No 3,5 mm Jack, Still no Card slot.",False,True,False,True,True
629,Absolutely overpriced,False,False,True,False,False
630,Still the notch.,False,False,False,False,True
631,Another overrated and overpriced worthless phone haha,True,False,True,False,False
632,What I hate about this phone is that NOTCH and that FREAKING HUGE HOLES CAMERA!!,False,False,False,False,True
633,Look here. Hole punch is still a notch,False,False,False,False,True
634,Same ugly design every year.,False,False,False,False,True
635,way over priced - - as always,False,False,True,False,False
636,Not Happy about that phone really,True,False,False,False,False
637,It has almost nothing new and uglier design.,True,False,False,False,True
638,Why do they keep this old notch and screens,False,False,False,False,True
639,the battery capacity is still small comparing to other Android phones,False,True,False,False,False
640,the design of camera is ugly,False,False,False,False,True
641,"it's soo expensive,at this prices you can buy a better phone",False,False,True,False,False
642,Ugliest design ever,False,False,False,False,True
643,ugly designed camera,False,False,False,False,True
644,"The best design ever, WO",False,False,False,False,True
645,Older design and not yet 5G support ,False,True,False,False,True
646,Lol 6gb ram,False,True,False,False,False
647,The design is horrible,False,False,False,False,True
648,The ugliest notch in 2019.,False,False,False,False,True
649,"The A13 chip is the power, which will skyrocket compared to any other device on the market today",False,True,False,False,False
650,I really don't like that big notch. looks outdated already.,False,False,False,False,True
651,I Love This Product,True,False,False,False,False
652,This is Most Powerful and Liked Phone from Me,True,False,False,False,False
653,really disappointed,True,False,False,False,False
654,The phone is quite good.,True,False,False,False,False
655,There are no 5G network,False,True,False,False,False
656,poor upgrade from last year,True,False,False,False,False
657,the worst looking screen/phone ever,False,False,False,False,True
658,omg so Apple really released this shit looking phone to its customers.,False,False,False,False,True
659,Worst backside design in a phone and still the big notch while some other phones have removed the notch completely.,False,False,False,False,True
660,The most ugliest phone ever made,False,False,False,False,True
661,better camera and speed,False,True,False,True,False
662,A13 is more powerful processor than any other phone,False,True,False,False,False
663,"Nothing new here, same design, difference! is the back that is ugly AF sorry am not a hater I just gotta be honest looking",True,False,False,False,True
664,Too much Weight,False,True,False,False,False
665,"226 g, that is far too heavy!",False,True,False,False,False
666,Oh my god. No in display fingerprint.. cost 11 hundreds of dollars..,False,True,True,False,False
667,Looks like an Alien,False,False,False,False,True
668,226 grs? You're joking.,False,True,False,False,False
669,no change at all disappointed,True,False,False,False,False
670,Camera look like ugly but that will be another trend like notch.,False,False,False,False,True
671,Iphones are more and more putting on weight. Too heavy phones is a nightmare for the hands.,False,True,False,False,False
672,where is the 5G band its time to make 5G support phone.,False,True,False,False,False
673,camera still 12MP,False,False,False,True,False
674,Very very Bad Design This,False,False,False,False,True
675,ah...battery!,False,True,False,False,False
676,It looks like Philip's shaving machines,False,False,False,False,True
677,No 5G network support in Iphone yet.,False,True,False,False,False
678,226g weight like a metal bricks??? the weight is about almost the mate 20X weight! Shame apple!!!,False,True,False,False,False
679,Alien like camera lens phone??? I hate this phone design.,False,False,False,False,True
680,most ugly phone on world,False,False,False,False,True
681,"same specificaticons as previous model, no micro sd , no 3,5 mm audio jack, no 5g",False,True,False,False,False
682,overpriced,False,False,True,False,False
683,Wtf .. battery,False,True,False,False,False
684,worst looking phones ever,False,False,False,False,True
685,"Nothing new, nothing impressive. No innovation at all",True,False,False,False,False
686,Just Love the Apple iPhones,True,False,False,False,False
687,very bad and old look back cover style come on iPhone what happened with your designer team its look like a normal phones,False,False,False,False,True
688,The only thing i dont like about this phone is the design. cameras looks weird,False,False,False,False,True
689,"Wow, an iphone with OLED display. Took them a while.",False,False,False,False,True
690,Old phone in old design,False,False,False,False,True
691,this is the ugliest phone ever.,False,False,False,False,True
692,this is the best in smartphone industry,True,False,False,False,False
693,it looks a great phone,True,False,False,False,False
694,one of the best ever,True,False,False,False,False
695,Disappointed with the design...I thought the could pull a big surprise as they did with the iPhone x but no,False,False,False,False,True
